2405.125921761669, 28820.32331419973
2004.0355198822635, 24085.39451548672
1709.6005505914081, 20459.48026098906
1304.143689522823, 15758.683353859833
1006.6182417096736, 12137.947683877934
843.6973217333198, 10143.788304779331
719.74043945714, 8616.7007337098
603.2506226807393, 7201.051644380103
482.3606271318326, 5730.507578736617
401.9198418754005, 4789.034956448771
340.8587152119058, 4068.07395650709
301.2300938746872, 3570.273658987053
240.86680628714956, 2887.9162078099503
200.6986956452091, 2413.456658152775
170.70864447729522, 2041.7795861513353
129.45792359510688, 1553.5303853329592
100.36558702640352, 1201.4800482907845
